lnths	lnemp	mico	mppa	mgfa	s	t
10.52996	14.42223	1	1	0	41	17
6.546785	13.04115	0	0	0	42	1
6.685861	13.05065	1	0	0	42	2
6.822197	13.07212	1	0	0	42	3
6.960348	13.06812	1	0	0	42	4
6.778785	13.0805	1	1	0	42	5
7.204149	13.12795	1	1	0	42	6
7.185387	13.16197	1	1	0	42	7
7.319865	13.17287	1	1	0	42	8
7.758334	13.17931	1	1	0	42	9
8.123558	13.21312	1	1	0	42	10
8.122965	13.23961	1	1	0	42	11
8.215548	13.27147	1	1	0	42	12
8.450412	13.28005	1	1	0	42	13
8.680672	13.30718	1	1	0	42	14
8.886409	13.34743	1	1	0	42	15
8.895493	13.39574	1	1	0	42	16
9.135077	13.43337	1	1	0	42	17
8.477204	13.79521	0	0	0	43	1
8.455105	13.82941	0	0	0	43	2
8.40066	13.8555	0	0	0	43	3
8.46168	13.84488	0	0	0	43	4
8.819961	13.89043	1	0	0	43	5
9.286654	13.98263	1	0	0	43	6
9.769957	14.06128	1	1	1	43	7
9.349581	14.10654	1	1	1	43	8
9.376871	14.14179	1	1	1	43	9
9.819725	14.16567	1	1	1	43	10
9.93261	14.19017	1	1	1	43	11
9.949321	14.20958	1	1	1	43	12
9.857653	14.21523	1	1	1	43	13
9.986679	14.23225	1	1	1	43	14
10.27222	14.27572	1	1	1	43	15
10.60025	14.34148	1	1	1	43	16
10.83683	14.40091	1	1	1	43	17
6.89467	13.21476	0	0	0	44	1
6.867974	13.21913	0	0	0	44	2
6.647688	13.23211	0	0	0	44	3
6.827629	13.2373	0	0	0	44	4
7.214504	13.24794	0	0	0	44	5
7.761745	13.30668	0	0	0	44	6
7.774856	13.34439	0	0	0	44	7
7.995644	13.35996	1	0	0	44	8
8.162517	13.36922	1	0	0	44	9
8.83142	13.39999	1	0	0	44	10
9.162829	13.44604	1	1	0	44	11
9.395325	13.49199	1	1	0	44	12
9.242711	13.52141	1	1	0	44	13
9.102532	13.55246	1	1	0	44	14
9.833762	13.60454	1	1	0	44	15
9.845063	13.66434	1	1	0	44	16
9.887866	13.71867	1	1	0	44	17
6.840547	12.85762	0	0	0	45	1
6.834109	12.89897	0	0	0	45	2
6.642487	12.92684	0	0	0	45	3
6.693324	12.90197	0	0	0	45	4
6.844815	12.9062	1	0	0	45	5
7.241366	12.96219	1	1	0	45	6
7.357556	13.00897	1	1	0	45	7
7.392648	13.05644	1	1	0	45	8
7.49443	13.12276	1	1	1	45	9
7.993282	13.19487	1	1	1	45	10
8.513386	13.27285	1	1	1	45	11
8.502892	13.33893	1	1	1	45	12
8.446127	13.35141	1	1	1	45	13
8.583917	13.36719	1	1	1	45	14
8.950533	13.41712	1	1	1	45	15
8.95377	13.5117	1	1	1	45	16
9.19614	13.57484	1	1	1	45	17
8.635332	14.27369	1	0	0	46	1
8.468213	14.29069	1	0	0	46	2
8.628555	14.29299	1	0	0	46	3
8.229511	14.26569	1	0	0	46	4
8.33327	14.27679	1	0	0	46	5
8.772765	14.32209	1	1	0	46	6
8.613049	14.35224	1	1	0	46	7
8.940368	14.38643	1	1	0	46	8
9.198066	14.43167	1	1	0	46	9
9.519882	14.47892	1	1	0	46	10
9.596418	14.53179	1	1	0	46	11
9.670609	14.57772	1	1	0	46	12
9.702228	14.59364	1	1	0	46	13
9.852773	14.6141	1	1	0	46	14
10.13146	14.62777	1	1	0	46	15
10.24871	14.65029	1	1	0	46	16
10.2836	14.66861	1	1	0	46	17
8.105609	13.87	1	1	0	47	1
8.050703	13.85914	1	1	0	47	2
8.157084	13.83404	1	1	0	47	3
7.794411	13.77583	1	1	0	47	4
7.78239	13.78164	1	1	0	47	5
8.182	13.82239	1	1	0	47	6
8.309677	13.84507	1	1	0	47	7
8.922658	13.87236	1	1	0	47	8
8.728426	13.91091	1	1	0	47	9
9.340228	13.9577	1	1	0	47	10
9.492507	14.00265	1	1	0	47	11
9.398147	14.03633	1	1	0	47	12
9.559094	14.0344	1	1	0	47	13
9.551303	14.05264	1	1	0	47	14
9.90947	14.08432	1	1	0	47	15
10.09365	14.12512	1	1	0	47	16
10.31294	14.16504	1	1	0	47	17
11.33041	16.08398	1	1	0	48	1
11.32098	16.10286	1	1	1	48	2
11.28713	16.11662	1	1	1	48	3
11.28322	16.09894	1	1	1	48	4
11.18445	16.10984	1	1	1	48	5
11.56652	16.15635	1	1	1	48	6
11.60924	16.19226	1	1	1	48	7
11.70412	16.22115	1	1	1	48	8
11.729	16.25547	1	1	1	48	9
12.06261	16.29301	1	1	1	48	10
12.1163	16.3201	1	1	1	48	11
12.1332	16.34123	1	1	1	48	12
12.02545	16.3299	1	1	1	48	13
12.07911	16.31313	1	1	1	48	14
12.36975	16.30419	1	1	1	48	15
12.45944	16.31362	1	1	1	48	16
12.5953	16.335	1	1	1	48	17
4.644391	12.02515	0	0	0	49	1
4.682131	12.04002	0	0	0	49	2
5.164786	12.13404	0	0	0	49	3
5.164786	12.20807	0	0	0	49	4
5.433722	12.27513	1	0	1	49	5
5.828946	12.32696	1	0	1	49	6
5.926926	12.34887	1	0	1	49	7
5.81413	12.30456	1	1	1	49	8
5.910797	12.25534	1	1	1	49	9
6.115892	12.27233	1	1	1	49	10
6.326149	12.33271	1	1	1	49	11
6.887553	12.38045	1	1	1	49	12
6.590301	12.39999	1	1	1	49	13
6.376727	12.41795	1	1	1	49	14
6.785588	12.44075	1	1	1	49	15
7.285507	12.46574	1	1	1	49	16
7.152269	12.4761	1	1	1	49	17
7.187657	12.88411	0	0	0	50	1
6.915723	12.90942	0	0	0	50	2
7.28961	12.91115	0	0	0	50	3
7.097549	12.89772	0	1	0	50	4
6.903747	12.9146	0	1	0	50	5
7.181592	12.93048	0	1	0	50	6
7.267525	12.96149	0	1	0	50	7
7.428333	12.99134	1	1	0	50	8
7.442492	13.03898	1	1	0	50	9
7.913521	13.07757	1	1	0	50	10
8.101678	13.1333	1	1	0	50	11
8.368693	13.17761	1	1	0	50	12
8.363342	13.19766	1	1	0	50	13
8.215548	13.2045	1	1	0	50	14
8.48198	13.1971	1	1	0	50	15
8.229511	13.19226	1	1	0	50	16
8.229511	13.1859	1	1	0	50	17
